ramp,lane,time_30,queue_count_max,queue_len_max
S26_O,0,0 days 13:00:00,1,19.68503799
S26_O,1,0 days 13:00:00,0,0.0
S30_O,0,0 days 13:00:00,0,0.0
S30_O,1,0 days 13:00:00,1,18.04461686
S33_O,0,0 days 13:00:00,0,0.0
S33_O,1,0 days 13:00:00,1,26.24671767
S35_O,0,0 days 13:00:00,0,0.0
S35_O,1,0 days 13:00:00,0,0.0
S40_O,0,0 days 13:00:00,2,47.80183728
S40_O,1,0 days 13:00:00,2,49.67190902
S45_O,0,0 days 13:00:00,0,0.0
S45_O,1,0 days 13:00:00,1,26.50918496
S48_O,0,0 days 13:00:00,0,0.0
S50_O,0,0 days 13:00:00,0,0.0
S50_O,1,0 days 13:00:00,0,0.0
S53_O,0,0 days 13:00:00,0,0.0
S58_O,0,0 days 13:00:00,0,0.0
S58_O,1,0 days 13:00:00,0,0.0
S59_O,0,0 days 13:00:00,1,20.40682294
S59_O,1,0 days 13:00:00,0,0.0
S64_O,0,0 days 13:00:00,0,0.0
S66_O,0,0 days 13:00:00,0,0.0
S66_O,1,0 days 13:00:00,0,0.0
S26_O,0,0 days 13:00:30,9,293.4055067
S26_O,1,0 days 13:00:30,8,254.0682353
S30_O,0,0 days 13:00:30,0,0.0
S30_O,1,0 days 13:00:30,1,18.04461686
S33_O,0,0 days 13:00:30,1,21.06299067
S33_O,1,0 days 13:00:30,1,26.24671767
S35_O,0,0 days 13:00:30,3,90.35429648
S35_O,1,0 days 13:00:30,3,90.55114688
S40_O,0,0 days 13:00:30,7,221.095799
S40_O,1,0 days 13:00:30,6,189.370076
S45_O,0,0 days 13:00:30,6,194.0288656
S45_O,1,0 days 13:00:30,7,209.416005
S48_O,0,0 days 13:00:30,8,245.6692801
S50_O,0,0 days 13:00:30,5,169.3241399
S50_O,1,0 days 13:00:30,6,171.0301767
S53_O,0,0 days 13:00:30,2,70.73490804
S53_O,1,0 days 13:00:30,2,48.55642964
S58_O,0,0 days 13:00:30,1,23.91732136
S58_O,1,0 days 13:00:30,0,0.0
S59_O,0,0 days 13:00:30,1,19.91469694
S59_O,1,0 days 13:00:30,0,0.0
S64_O,0,0 days 13:00:30,2,50.06561664
S64_O,1,0 days 13:00:30,2,60.00656164
S66_O,0,0 days 13:00:30,0,0.0
S66_O,1,0 days 13:00:30,1,22.96582343
S26_O,0,0 days 13:01:00,7,211.2204647
S26_O,1,0 days 13:01:00,9,293.2742733
S30_O,0,0 days 13:01:00,1,20.93175606
S30_O,1,0 days 13:01:00,0,0.0
S33_O,0,0 days 13:01:00,1,22.80183587
S33_O,1,0 days 13:01:00,0,0.0
S35_O,0,0 days 13:01:00,6,177.2309395
S35_O,1,0 days 13:01:00,6,194.0288405
S40_O,0,0 days 13:01:00,7,228.7729646
S40_O,1,0 days 13:01:00,7,222.736219
S45_O,0,0 days 13:01:00,6,188.6154796
S45_O,1,0 days 13:01:00,5,171.850387
S48_O,0,0 days 13:01:00,8,245.7020883
S50_O,0,0 days 13:01:00,5,159.5800451
S50_O,1,0 days 13:01:00,5,144.6850315
S53_O,0,0 days 13:01:00,3,88.61547991
S53_O,1,0 days 13:01:00,3,85.20340651
S58_O,0,0 days 13:01:00,2,45.01312256
S58_O,1,0 days 13:01:00,1,22.14566776
S59_O,0,0 days 13:01:00,1,21.09579934
S59_O,1,0 days 13:01:00,0,0.0
S64_O,0,0 days 13:01:00,2,46.12860864
S64_O,1,0 days 13:01:00,2,56.88976364
S66_O,0,0 days 13:01:00,1,27.42776583
S66_O,1,0 days 13:01:00,2,51.37789803
S26_O,0,0 days 13:01:30,7,218.6023549
S26_O,1,0 days 13:01:30,8,261.8438261
S30_O,0,0 days 13:01:30,1,20.37401326
S30_O,1,0 days 13:01:30,0,0.0
S33_O,0,0 days 13:01:30,1,20.63648147
S33_O,1,0 days 13:01:30,0,0.0
S35_O,0,0 days 13:01:30,5,149.5078417
S35_O,1,0 days 13:01:30,5,138.1889437
S40_O,0,0 days 13:01:30,6,172.8018342
S40_O,1,0 days 13:01:30,6,199.0157458
S45_O,0,0 days 13:01:30,4,113.5826688
S45_O,1,0 days 13:01:30,4,126.7716456
S48_O,0,0 days 13:01:30,6,191.5354201
S50_O,0,0 days 13:01:30,3,84.87531825
S50_O,1,0 days 13:01:30,4,107.7427731
S53_O,0,0 days 13:01:30,2,51.47637724
S53_O,1,0 days 13:01:30,2,48.26115404
S58_O,0,0 days 13:01:30,1,20.57086456
S58_O,1,0 days 13:01:30,1,21.29264936
S59_O,0,0 days 13:01:30,1,21.65354214
S59_O,1,0 days 13:01:30,0,0.0
S64_O,0,0 days 13:01:30,1,19.88188864
S66_O,0,0 days 13:01:30,1,21.52225403
S66_O,1,0 days 13:01:30,2,52.39495843
S26_O,0,0 days 13:02:00,7,224.5406753
S26_O,1,0 days 13:02:00,8,246.7519621
S30_O,0,0 days 13:02:00,1,20.40682166
S30_O,1,0 days 13:02:00,0,0.0
S33_O,0,0 days 13:02:00,1,21.78477547
S33_O,1,0 days 13:02:00,0,0.0
S35_O,0,0 days 13:02:00,2,54.98687612
S35_O,1,0 days 13:02:00,3,73.42516208
S40_O,0,0 days 13:02:00,6,168.3070834
S40_O,1,0 days 13:02:00,5,143.3726994
S45_O,0,0 days 13:02:00,3,73.58922921
S45_O,1,0 days 13:02:00,3,80.47899321
S48_O,0,0 days 13:02:00,4,112.9921105
S50_O,0,0 days 13:02:00,2,47.93307037
S50_O,1,0 days 13:02:00,3,72.53935985
S53_O,0,0 days 13:02:00,1,20.11154684
S53_O,1,0 days 13:02:00,0,0.0
S58_O,0,0 days 13:02:00,1,20.27558896
S58_O,1,0 days 13:02:00,0,0.0
S59_O,0,0 days 13:02:00,1,21.48950014
S59_O,1,0 days 13:02:00,0,0.0
S64_O,0,0 days 13:02:00,0,0.0
S66_O,0,0 days 13:02:00,1,20.89889443
S66_O,1,0 days 13:02:00,2,55.70860683
S26_O,0,0 days 13:02:30,6,182.2506477
S26_O,1,0 days 13:02:30,6,177.8215137
S30_O,0,0 days 13:02:30,1,21.58792406
S33_O,0,0 days 13:02:30,1,20.17716387
S35_O,0,0 days 13:02:30,1,16.73228192
S35_O,1,0 days 13:02:30,0,0.0
S40_O,0,0 days 13:02:30,4,110.6299162
S40_O,1,0 days 13:02:30,5,146.0957966
S45_O,0,0 days 13:02:30,1,21.55511676
S45_O,1,0 days 13:02:30,1,20.43963116
S48_O,0,0 days 13:02:30,2,48.09709531
S50_O,0,0 days 13:02:30,1,20.70209837
S50_O,1,0 days 13:02:30,1,23.12991997
S53_O,0,0 days 13:02:30,1,19.78346284
S53_O,1,0 days 13:02:30,1,23.42519524
S58_O,0,0 days 13:02:30,1,20.80052336
S58_O,1,0 days 13:02:30,1,16.40419776
S59_O,0,0 days 13:02:30,1,20.53805654
S59_O,1,0 days 13:02:30,0,0.0
S64_O,0,0 days 13:02:30,0,0.0
S66_O,0,0 days 13:02:30,1,19.78340883
S66_O,1,0 days 13:02:30,2,54.92120523
S26_O,0,0 days 13:03:00,5,133.0708561
S26_O,1,0 days 13:03:00,6,178.7073405
S30_O,0,0 days 13:03:00,1,22.67060126
S30_O,1,0 days 13:03:00,0,0.0
S33_O,0,0 days 13:03:00,1,19.75065467
S33_O,1,0 days 13:03:00,0,0.0
S35_O,0,0 days 13:03:00,1,19.98031352
S35_O,1,0 days 13:03:00,1,21.81758392
S40_O,0,0 days 13:03:00,5,128.7729614
S40_O,1,0 days 13:03:00,5,136.5813606
S45_O,0,0 days 13:03:00,1,20.34120596
S45_O,1,0 days 13:03:00,1,19.91469676
S48_O,0,0 days 13:03:00,0,0.0
S50_O,0,0 days 13:03:00,1,19.68503797
S50_O,1,0 days 13:03:00,1,21.09579917
S53_O,0,0 days 13:03:00,1,20.70209804
S53_O,1,0 days 13:03:00,1,20.40682244
S58_O,0,0 days 13:03:00,2,50.59055056
S58_O,1,0 days 13:03:00,1,20.34120576
S59_O,0,0 days 13:03:00,1,23.49081254
S64_O,0,0 days 13:03:00,1,21.55511704
S66_O,0,0 days 13:03:00,0,0.0
S66_O,1,0 days 13:03:00,2,49.21254363
S26_O,0,0 days 13:03:30,5,148.8188881
S26_O,1,0 days 13:03:30,4,109.8425089
S30_O,0,0 days 13:03:30,2,49.93438166
S30_O,1,0 days 13:03:30,1,19.75065366
S33_O,0,0 days 13:03:30,1,20.34120587
S33_O,1,0 days 13:03:30,0,0.0
S35_O,0,0 days 13:03:30,1,20.50524792
S40_O,0,0 days 13:03:30,4,102.165349
S40_O,1,0 days 13:03:30,4,106.922567
S45_O,0,0 days 13:03:30,2,46.94881836
S45_O,1,0 days 13:03:30,1,21.25984116
S48_O,0,0 days 13:03:30,1,19.68502091
S50_O,0,0 days 13:03:30,1,20.96456557
S50_O,1,0 days 13:03:30,1,22.57217717
S53_O,0,0 days 13:03:30,1,21.03018204
S58_O,0,0 days 13:03:30,2,55.21653496
S58_O,1,0 days 13:03:30,1,22.47375176
S59_O,0,0 days 13:03:30,1,20.76771534
S59_O,1,0 days 13:03:30,0,0.0
S64_O,0,0 days 13:03:30,0,0.0
S66_O,0,0 days 13:03:30,1,22.11280523
S66_O,1,0 days 13:03:30,1,34.44876363
S26_O,0,0 days 13:04:00,4,116.3385721
S26_O,1,0 days 13:04:00,4,109.2191493
S30_O,0,0 days 13:04:00,1,21.06298966
S30_O,1,0 days 13:04:00,1,19.71784526
S33_O,0,0 days 13:04:00,1,19.81627147
S33_O,1,0 days 13:04:00,0,0.0
S35_O,0,0 days 13:04:00,1,20.89894872
S40_O,0,0 days 13:04:00,3,74.96718542
S40_O,1,0 days 13:04:00,3,75.85301222
S45_O,0,0 days 13:04:00,2,48.29396276
S45_O,1,0 days 13:04:00,1,20.27558916
S48_O,0,0 days 13:04:00,1,22.73620211
S50_O,0,0 days 13:04:00,1,19.75065477
S50_O,1,0 days 13:04:00,0,0.0
S53_O,0,0 days 13:04:00,2,48.03149524
S53_O,1,0 days 13:04:00,1,19.78346284
S58_O,0,0 days 13:04:00,1,22.90026096
S58_O,1,0 days 13:04:00,1,16.43700616
S59_O,0,0 days 13:04:00,1,23.85170494
S59_O,1,0 days 13:04:00,0,0.0
S64_O,0,0 days 13:04:00,0,0.0
S66_O,0,0 days 13:04:00,2,49.90152003
S66_O,1,0 days 13:04:00,1,34.87527283
S26_O,0,0 days 13:04:30,5,134.2847669
S26_O,1,0 days 13:04:30,5,145.2427725
S30_O,0,0 days 13:04:30,1,22.96587686
S30_O,1,0 days 13:04:30,0,0.0
S33_O,0,0 days 13:04:30,1,20.83333187
S33_O,1,0 days 13:04:30,0,0.0
S35_O,0,0 days 13:04:30,1,20.83333192
S40_O,0,0 days 13:04:30,3,82.97243502
S40_O,1,0 days 13:04:30,2,54.59316902
S45_O,0,0 days 13:04:30,1,20.17716396
S45_O,1,0 days 13:04:30,1,19.94750516
S48_O,0,0 days 13:04:30,0,0.0
S50_O,0,0 days 13:04:30,1,22.17847637
S50_O,1,0 days 13:04:30,1,21.19422437
S53_O,0,0 days 13:04:30,1,23.03149444
S53_O,1,0 days 13:04:30,1,20.83333164
S58_O,0,0 days 13:04:30,1,21.68635016
S58_O,1,0 days 13:04:30,1,19.68503776
S59_O,0,0 days 13:04:30,1,21.45669174
S59_O,1,0 days 13:04:30,0,0.0
S64_O,0,0 days 13:04:30,1,16.73228224
S66_O,0,0 days 13:04:30,2,50.52487963
S66_O,1,0 days 13:04:30,3,104.0681884
S26_O,0,0 days 13:05:00,4,104.7243985
S26_O,1,0 days 13:05:00,4,100.8530073
S30_O,0,0 days 13:05:00,1,23.58923646
S30_O,1,0 days 13:05:00,0,0.0
S33_O,0,0 days 13:05:00,1,20.20997227
S33_O,1,0 days 13:05:00,1,19.81627147
S35_O,0,0 days 13:05:00,1,19.78346312
S35_O,1,0 days 13:05:00,1,17.19159952
S40_O,0,0 days 13:05:00,3,74.54067622
S40_O,1,0 days 13:05:00,2,47.90026248
S45_O,0,0 days 13:05:00,1,19.68503796
S45_O,1,0 days 13:05:00,1,19.75065476
S48_O,0,0 days 13:05:00,0,0.0
S50_O,0,0 days 13:05:00,1,33.56299117
S50_O,1,0 days 13:05:00,0,0.0
S53_O,0,0 days 13:05:00,2,50.26246644
S53_O,1,0 days 13:05:00,1,22.30970964
S58_O,0,0 days 13:05:00,1,21.12860736
S58_O,1,0 days 13:05:00,1,20.27558896
S59_O,0,0 days 13:05:00,1,19.75065494
S59_O,1,0 days 13:05:00,1,23.26115374
S64_O,0,0 days 13:05:00,1,20.63648184
S66_O,0,0 days 13:05:00,1,18.07737203
S66_O,1,0 days 13:05:00,2,54.23222883
S26_O,0,0 days 13:05:30,3,77.32938448
S26_O,1,0 days 13:05:30,3,101.4107501
S30_O,0,0 days 13:05:30,2,49.77033966
S30_O,1,0 days 13:05:30,1,19.81627046
S33_O,0,0 days 13:05:30,1,19.81627147
S35_O,0,0 days 13:05:30,1,20.14435552
S35_O,1,0 days 13:05:30,0,0.0
S40_O,0,0 days 13:05:30,3,75.22965262
S40_O,1,0 days 13:05:30,3,80.31495462
S45_O,0,0 days 13:05:30,1,21.42388316
S45_O,1,0 days 13:05:30,1,19.81627156
S48_O,0,0 days 13:05:30,1,20.53803931
S50_O,0,0 days 13:05:30,1,20.07873877
S50_O,1,0 days 13:05:30,1,19.68503797
S53_O,0,0 days 13:05:30,1,22.21128444
S53_O,1,0 days 13:05:30,1,21.52230804
S58_O,0,0 days 13:05:30,1,21.48949976
S58_O,1,0 days 13:05:30,0,0.0
S59_O,0,0 days 13:05:30,1,19.84908014
S59_O,1,0 days 13:05:30,0,0.0
S64_O,0,0 days 13:05:30,0,0.0
S66_O,0,0 days 13:05:30,1,20.17710963
S66_O,1,0 days 13:05:30,0,0.0
S26_O,0,0 days 13:06:00,2,51.50918599
S26_O,1,0 days 13:06:00,2,45.99737479
S30_O,0,0 days 13:06:00,1,21.42388206
S30_O,1,0 days 13:06:00,1,19.71784526
S33_O,0,0 days 13:06:00,1,20.34120587
S35_O,0,0 days 13:06:00,1,21.19422432
S35_O,1,0 days 13:06:00,1,19.88188832
S40_O,0,0 days 13:06:00,2,54.06823462
S40_O,1,0 days 13:06:00,4,104.8228294
S45_O,0,0 days 13:06:00,1,36.18766316
S45_O,1,0 days 13:06:00,1,19.68503796
S48_O,0,0 days 13:06:00,0,0.0
S50_O,0,0 days 13:06:00,2,47.47375277
S50_O,1,0 days 13:06:00,0,0.0
S53_O,0,0 days 13:06:00,1,19.68503764
S53_O,1,0 days 13:06:00,1,16.40419764
S58_O,0,0 days 13:06:00,1,20.50524776
S58_O,1,0 days 13:06:00,1,19.68503776
S59_O,0,0 days 13:06:00,1,21.98162614
S59_O,1,0 days 13:06:00,0,0.0
S64_O,0,0 days 13:06:00,1,22.34251864
S66_O,0,0 days 13:06:00,1,20.80046923
S66_O,1,0 days 13:06:00,0,0.0
S26_O,0,0 days 13:06:30,1,21.42388319
S26_O,1,0 days 13:06:30,1,19.84907999
S30_O,0,0 days 13:06:30,1,21.94881646
S30_O,1,0 days 13:06:30,0,0.0
S33_O,0,0 days 13:06:30,1,22.57217707
S33_O,1,0 days 13:06:30,0,0.0
S35_O,0,0 days 13:06:30,1,20.43963112
S35_O,1,0 days 13:06:30,1,22.60498552
S40_O,0,0 days 13:06:30,1,21.91600968
S40_O,1,0 days 13:06:30,2,52.95274902
S45_O,0,0 days 13:06:30,1,23.06430316
S45_O,1,0 days 13:06:30,1,19.94750516
S48_O,0,0 days 13:06:30,1,21.98160891
S50_O,0,0 days 13:06:30,1,22.08005117
S50_O,1,0 days 13:06:30,1,20.70209837
S53_O,0,0 days 13:06:30,1,23.03149444
S53_O,1,0 days 13:06:30,1,21.06299044
S58_O,0,0 days 13:06:30,1,21.16141576
S58_O,1,0 days 13:06:30,1,20.07873856
S59_O,0,0 days 13:06:30,1,23.16272854
S59_O,1,0 days 13:06:30,1,19.98031374
S64_O,0,0 days 13:06:30,1,20.53805664
S66_O,0,0 days 13:06:30,1,20.63642723
S66_O,1,0 days 13:06:30,2,49.80309483
S26_O,0,0 days 13:07:00,2,49.27821479
S26_O,1,0 days 13:07:00,1,21.75196719
S30_O,0,0 days 13:07:00,1,21.78477446
S30_O,1,0 days 13:07:00,0,0.0
S33_O,0,0 days 13:07:00,1,20.43963107
S33_O,1,0 days 13:07:00,0,0.0
S35_O,0,0 days 13:07:00,1,20.14435552
S35_O,1,0 days 13:07:00,1,20.70209832
S40_O,0,0 days 13:07:00,1,20.34120648
S40_O,1,0 days 13:07:00,1,21.58792568
S45_O,0,0 days 13:07:00,2,47.21128556
S45_O,1,0 days 13:07:00,1,20.80052356
S48_O,0,0 days 13:07:00,0,0.0
S50_O,0,0 days 13:07:00,2,50.22965837
S50_O,1,0 days 13:07:00,1,21.09579917
S53_O,0,0 days 13:07:00,1,21.09579884
S53_O,1,0 days 13:07:00,1,22.73621884
S58_O,0,0 days 13:07:00,1,21.25984096
S58_O,1,0 days 13:07:00,1,20.66928976
S59_O,0,0 days 13:07:00,1,21.45669174
S59_O,1,0 days 13:07:00,0,0.0
S64_O,0,0 days 13:07:00,1,19.91469704
S66_O,0,0 days 13:07:00,1,22.80178163
S66_O,1,0 days 13:07:00,2,54.06818683
S26_O,0,0 days 13:07:30,1,20.66928999
S26_O,1,0 days 13:07:30,1,20.30839759
S30_O,0,0 days 13:07:30,2,51.50918486
S30_O,1,0 days 13:07:30,0,0.0
S33_O,0,0 days 13:07:30,1,21.55511667
S33_O,1,0 days 13:07:30,0,0.0
S35_O,0,0 days 13:07:30,1,22.17847632
S40_O,0,0 days 13:07:30,2,59.80970442
S40_O,1,0 days 13:07:30,1,19.88188888
S45_O,0,0 days 13:07:30,2,46.45669236
S45_O,1,0 days 13:07:30,1,19.81627156
S48_O,0,0 days 13:07:30,2,52.65746291
S50_O,0,0 days 13:07:30,1,20.01312197
S50_O,1,0 days 13:07:30,0,0.0
S53_O,0,0 days 13:07:30,1,22.04724244
S53_O,1,0 days 13:07:30,0,0.0
S58_O,0,0 days 13:07:30,1,21.39107456
S58_O,1,0 days 13:07:30,0,0.0
S59_O,0,0 days 13:07:30,1,20.50524814
S59_O,1,0 days 13:07:30,0,0.0
S64_O,0,0 days 13:07:30,0,0.0
S66_O,0,0 days 13:07:30,1,19.84902563
S66_O,1,0 days 13:07:30,2,49.40939403
S26_O,0,0 days 13:08:00,1,21.85039239
S26_O,1,0 days 13:08:00,1,19.91469679
S30_O,0,0 days 13:08:00,2,51.77165206
S30_O,1,0 days 13:08:00,0,0.0
S33_O,0,0 days 13:08:00,1,19.78346307
S33_O,1,0 days 13:08:00,0,0.0
S35_O,0,0 days 13:08:00,1,19.75065472
S35_O,1,0 days 13:08:00,0,0.0
S40_O,0,0 days 13:08:00,2,55.70865462
S40_O,1,0 days 13:08:00,2,51.31232902
S45_O,0,0 days 13:08:00,2,43.76640356
S45_O,1,0 days 13:08:00,1,19.91469676
S48_O,0,0 days 13:08:00,0,0.0
S50_O,0,0 days 13:08:00,1,20.80052357
S50_O,1,0 days 13:08:00,0,0.0
S53_O,0,0 days 13:08:00,2,49.31102284
S53_O,1,0 days 13:08:00,1,22.63779364
S58_O,0,0 days 13:08:00,1,21.98162576
S58_O,1,0 days 13:08:00,0,0.0
S59_O,0,0 days 13:08:00,1,18.37270214
S59_O,1,0 days 13:08:00,1,21.62073374
S64_O,0,0 days 13:08:00,1,21.12860784
S64_O,1,0 days 13:08:00,1,19.71784664
S66_O,0,0 days 13:08:00,1,22.96582363
S66_O,1,0 days 13:08:00,1,20.11149283
S26_O,0,0 days 13:08:30,2,48.88451399
S26_O,1,0 days 13:08:30,1,20.17716399
S30_O,0,0 days 13:08:30,2,51.08267566
S30_O,1,0 days 13:08:30,1,19.68503686
S33_O,0,0 days 13:08:30,1,20.04593027
S33_O,1,0 days 13:08:30,0,0.0
S35_O,0,0 days 13:08:30,1,20.07873872
S35_O,1,0 days 13:08:30,0,0.0
S40_O,0,0 days 13:08:30,1,33.26771608
S40_O,1,0 days 13:08:30,2,49.77033422
S45_O,0,0 days 13:08:30,1,20.24278076
S45_O,1,0 days 13:08:30,0,0.0
S48_O,0,0 days 13:08:30,1,19.91467971
S50_O,0,0 days 13:08:30,1,21.32545797
S50_O,1,0 days 13:08:30,0,0.0
S53_O,0,0 days 13:08:30,1,21.65354164
S58_O,0,0 days 13:08:30,1,20.24278056
S58_O,1,0 days 13:08:30,1,20.17716376
S59_O,0,0 days 13:08:30,1,19.78346334
S59_O,1,0 days 13:08:30,1,19.75065494
S64_O,0,0 days 13:08:30,1,21.12860784
S66_O,0,0 days 13:08:30,0,0.0
S66_O,1,0 days 13:08:30,1,21.62067923
S26_O,0,0 days 13:09:00,1,19.81627159
S26_O,1,0 days 13:09:00,1,22.17847639
S30_O,0,0 days 13:09:00,1,34.28477486
S30_O,1,0 days 13:09:00,0,0.0
S33_O,0,0 days 13:09:00,1,23.09711147
S33_O,1,0 days 13:09:00,0,0.0
S35_O,0,0 days 13:09:00,1,20.27558912
S35_O,1,0 days 13:09:00,1,19.78346312
S40_O,0,0 days 13:09:00,1,20.60367368
S40_O,1,0 days 13:09:00,1,19.68503848
S45_O,0,0 days 13:09:00,1,20.57086476
S45_O,1,0 days 13:09:00,1,21.22703276
S48_O,0,0 days 13:09:00,0,0.0
S50_O,0,0 days 13:09:00,1,19.94750517
S50_O,1,0 days 13:09:00,1,22.93306957
S53_O,0,0 days 13:09:00,2,48.49081284
S53_O,1,0 days 13:09:00,1,21.42388284
S58_O,0,0 days 13:09:00,1,20.73490656
S58_O,1,0 days 13:09:00,1,18.27427656
S59_O,0,0 days 13:09:00,1,23.03149494
S59_O,1,0 days 13:09:00,0,0.0
S64_O,0,0 days 13:09:00,1,19.71784664
S66_O,0,0 days 13:09:00,2,47.17842283
S66_O,1,0 days 13:09:00,1,23.26109923
S26_O,0,0 days 13:09:30,1,22.17847639
S26_O,1,0 days 13:09:30,1,20.70209839
S30_O,0,0 days 13:09:30,2,50.68897486
S30_O,1,0 days 13:09:30,0,0.0
S33_O,0,0 days 13:09:30,1,20.40682267
S33_O,1,0 days 13:09:30,0,0.0
S35_O,0,0 days 13:09:30,1,19.75065472
S40_O,0,0 days 13:09:30,1,20.01312248
S40_O,1,0 days 13:09:30,1,20.04593088
S45_O,0,0 days 13:09:30,1,23.85170476
S45_O,1,0 days 13:09:30,0,0.0
S48_O,0,0 days 13:09:30,1,20.53803931
S50_O,0,0 days 13:09:30,1,22.34251837
S50_O,1,0 days 13:09:30,1,19.91469677
S53_O,0,0 days 13:09:30,1,20.07873844
S53_O,1,0 days 13:09:30,1,16.53543124
S58_O,0,0 days 13:09:30,1,21.03018216
S58_O,1,0 days 13:09:30,1,26.41075956
S59_O,0,0 days 13:09:30,1,22.63779414
S64_O,0,0 days 13:09:30,0,0.0
S66_O,0,0 days 13:09:30,2,49.40939403
S66_O,1,0 days 13:09:30,1,21.03012803
S26_O,0,0 days 13:10:00,1,20.24278079
S26_O,1,0 days 13:10:00,0,0.0
S30_O,0,0 days 13:10:00,2,51.80446046
S30_O,1,0 days 13:10:00,1,20.80052246
S33_O,0,0 days 13:10:00,1,20.86614027
S33_O,1,0 days 13:10:00,0,0.0
S35_O,0,0 days 13:10:00,1,22.24409312
S35_O,1,0 days 13:10:00,0,0.0
S40_O,0,0 days 13:10:00,2,52.36219782
S40_O,1,0 days 13:10:00,1,19.68503848
S45_O,0,0 days 13:10:00,1,22.01443436
S45_O,1,0 days 13:10:00,1,27.42782016
S48_O,0,0 days 13:10:00,0,0.0
S50_O,0,0 days 13:10:00,1,22.96587797
S50_O,1,0 days 13:10:00,0,0.0
S53_O,0,0 days 13:10:00,1,20.20997204
S53_O,1,0 days 13:10:00,0,0.0
S58_O,0,0 days 13:10:00,1,20.76771496
S58_O,1,0 days 13:10:00,1,21.35826616
S59_O,0,0 days 13:10:00,1,21.52230854
S59_O,1,0 days 13:10:00,0,0.0
S64_O,0,0 days 13:10:00,0,0.0
S66_O,0,0 days 13:10:00,2,46.52225483
S66_O,1,0 days 13:10:00,1,21.52225403
S26_O,0,0 days 13:10:30,1,22.50656039
S26_O,1,0 days 13:10:30,1,21.22703279
S30_O,0,0 days 13:10:30,1,22.21128366
S30_O,1,0 days 13:10:30,0,0.0
S33_O,0,0 days 13:10:30,1,20.60367307
S35_O,0,0 days 13:10:30,0,0.0
S35_O,1,0 days 13:10:30,1,20.50524792
S40_O,0,0 days 13:10:30,1,19.81627208
S40_O,1,0 days 13:10:30,1,20.24278128
S45_O,0,0 days 13:10:30,2,50.78740116
S45_O,1,0 days 13:10:30,2,46.88320156
S48_O,0,0 days 13:10:30,3,78.67452411
S50_O,0,0 days 13:10:30,1,22.60498557
S50_O,1,0 days 13:10:30,2,49.08136437
S53_O,0,0 days 13:10:30,1,22.76902724
S53_O,1,0 days 13:10:30,1,20.07873844
S58_O,0,0 days 13:10:30,1,21.88320056
S58_O,1,0 days 13:10:30,1,21.85039216
S59_O,0,0 days 13:10:30,1,19.88188854
S59_O,1,0 days 13:10:30,1,21.03018254
S64_O,0,0 days 13:10:30,1,21.16141624
S66_O,0,0 days 13:10:30,2,66.07606123
S66_O,1,0 days 13:10:30,1,21.94876323
S26_O,0,0 days 13:11:00,1,20.11154719
S26_O,1,0 days 13:11:00,1,20.47243959
S30_O,0,0 days 13:11:00,1,22.73621806
S30_O,1,0 days 13:11:00,0,0.0
S33_O,0,0 days 13:11:00,1,21.62073347
S33_O,1,0 days 13:11:00,0,0.0
S35_O,0,0 days 13:11:00,1,21.75196712
S35_O,1,0 days 13:11:00,1,19.68503792
S40_O,0,0 days 13:11:00,1,19.75065528
S40_O,1,0 days 13:11:00,2,47.73622048
S45_O,0,0 days 13:11:00,1,19.78346316
S45_O,1,0 days 13:11:00,1,22.76902756
S48_O,0,0 days 13:11:00,1,19.98029651
S50_O,0,0 days 13:11:00,1,20.89894877
S50_O,1,0 days 13:11:00,0,0.0
S53_O,0,0 days 13:11:00,2,48.06430364
S53_O,1,0 days 13:11:00,1,22.86745244
S58_O,0,0 days 13:11:00,1,22.93306936
S58_O,1,0 days 13:11:00,0,0.0
S59_O,0,0 days 13:11:00,1,21.58792534
S59_O,1,0 days 13:11:00,1,20.43963134
S64_O,0,0 days 13:11:00,1,20.30839784
S66_O,0,0 days 13:11:00,1,33.85821243
S66_O,1,0 days 13:11:00,2,53.87133643
S26_O,0,0 days 13:11:30,1,22.17847639
S26_O,1,0 days 13:11:30,2,48.32677119
S30_O,0,0 days 13:11:30,1,36.38451246
S30_O,1,0 days 13:11:30,0,0.0
S33_O,0,0 days 13:11:30,1,20.11154707
S33_O,1,0 days 13:11:30,0,0.0
S35_O,0,0 days 13:11:30,1,22.50656032
S35_O,1,0 days 13:11:30,0,0.0
S40_O,0,0 days 13:11:30,1,22.30971048
S40_O,1,0 days 13:11:30,1,21.65354248
S45_O,0,0 days 13:11:30,1,20.34120596
S45_O,1,0 days 13:11:30,2,49.77034076
S48_O,0,0 days 13:11:30,0,0.0
S50_O,0,0 days 13:11:30,1,19.91469677
S50_O,1,0 days 13:11:30,1,20.89894877
S53_O,0,0 days 13:11:30,1,20.76771484
S53_O,1,0 days 13:11:30,0,0.0
S58_O,0,0 days 13:11:30,1,35.00656056
S58_O,1,0 days 13:11:30,1,20.11154696
S59_O,0,0 days 13:11:30,1,19.68503814
S59_O,1,0 days 13:11:30,1,16.40419814
S64_O,0,0 days 13:11:30,0,0.0
S66_O,0,0 days 13:11:30,3,86.48288603
S66_O,1,0 days 13:11:30,3,103.1823616
S26_O,0,0 days 13:12:00,2,49.11417279
S26_O,1,0 days 13:12:00,1,21.94881759
S30_O,0,0 days 13:12:00,2,51.60761006
S30_O,1,0 days 13:12:00,0,0.0
