ramp,lane,time_30,queue_count_max,queue_len_max
S66_O,0,0 days 15:52:00,1,34.48157203
S66_O,1,0 days 15:52:00,1,31.52881603
S26_O,0,0 days 15:52:30,1,20.70209839
S26_O,1,0 days 15:52:30,1,20.86614039
S30_O,0,0 days 15:52:30,1,20.89894766
S30_O,1,0 days 15:52:30,0,0.0
S33_O,0,0 days 15:52:30,0,0.0
S33_O,1,0 days 15:52:30,0,0.0
S35_O,0,0 days 15:52:30,1,19.81627152
S35_O,1,0 days 15:52:30,0,0.0
S40_O,0,0 days 15:52:30,1,20.70209888
S45_O,0,0 days 15:52:30,1,20.63648156
S45_O,1,0 days 15:52:30,1,22.34251836
S48_O,0,0 days 15:52:30,0,0.0
S50_O,0,0 days 15:52:30,1,20.40682277
S50_O,1,0 days 15:52:30,1,19.75065477
S53_O,0,0 days 15:52:30,1,21.12860724
S53_O,1,0 days 15:52:30,0,0.0
S58_O,0,0 days 15:52:30,1,20.11154696
S58_O,1,0 days 15:52:30,0,0.0
S59_O,0,0 days 15:52:30,0,0.0
S59_O,1,0 days 15:52:30,0,0.0
S64_O,0,0 days 15:52:30,1,16.73228224
S66_O,0,0 days 15:52:30,2,48.49075883
S66_O,1,0 days 15:52:30,7,235.9907648
S26_O,0,0 days 15:53:00,1,23.39238719
S26_O,1,0 days 15:53:00,1,20.99737399
S30_O,0,0 days 15:53:00,1,22.44094246
S30_O,1,0 days 15:53:00,1,21.39107366
S33_O,0,0 days 15:53:00,1,20.40682267
S33_O,1,0 days 15:53:00,0,0.0
S35_O,0,0 days 15:53:00,2,50.29527512
S35_O,1,0 days 15:53:00,1,21.06299072
S40_O,0,0 days 15:53:00,1,20.14435608
S40_O,1,0 days 15:53:00,0,0.0
S45_O,0,0 days 15:53:00,1,21.45669156
S45_O,1,0 days 15:53:00,2,48.45800476
S50_O,0,0 days 15:53:00,2,47.96587877
S50_O,1,0 days 15:53:00,1,21.06299077
S53_O,0,0 days 15:53:00,1,19.84907964
S53_O,1,0 days 15:53:00,0,0.0
S58_O,0,0 days 15:53:00,1,20.86614016
S58_O,1,0 days 15:53:00,1,20.40682256
S59_O,0,0 days 15:53:00,1,23.06430334
S59_O,1,0 days 15:53:00,0,0.0
S64_O,0,0 days 15:53:00,1,16.40419824
S66_O,0,0 days 15:53:00,15,464.6325044
S66_O,1,0 days 15:53:00,15,489.2388044
S26_O,0,0 days 15:53:30,1,21.32545799
S26_O,1,0 days 15:53:30,1,19.94750519
S30_O,0,0 days 15:53:30,1,20.27558806
S30_O,1,0 days 15:53:30,1,20.04592926
S33_O,0,0 days 15:53:30,1,21.12860747
S35_O,0,0 days 15:53:30,1,20.89894872
S40_O,0,0 days 15:53:30,1,21.48950048
S40_O,1,0 days 15:53:30,1,21.45669208
S45_O,0,0 days 15:53:30,1,20.86614036
S45_O,1,0 days 15:53:30,1,20.57086476
S50_O,0,0 days 15:53:30,1,21.29264957
S50_O,1,0 days 15:53:30,1,16.40419797
S53_O,0,0 days 15:53:30,1,20.57086444
S53_O,1,0 days 15:53:30,0,0.0
S58_O,0,0 days 15:53:30,2,54.06824096
S58_O,1,0 days 15:53:30,1,21.06299056
S59_O,0,0 days 15:53:30,1,22.70341094
S59_O,1,0 days 15:53:30,1,19.98031374
S64_O,0,0 days 15:53:30,1,20.96456584
S64_O,1,0 days 15:53:30,0,0.0
S66_O,0,0 days 15:53:30,30,915.4855372
S66_O,1,0 days 15:53:30,39,1202.427804
S26_O,0,0 days 15:54:00,1,23.29396199
S26_O,1,0 days 15:54:00,1,20.86614039
S30_O,0,0 days 15:54:00,1,21.71915766
S33_O,0,0 days 15:54:00,0,0.0
S33_O,1,0 days 15:54:00,0,0.0
S35_O,0,0 days 15:54:00,0,0.0
S35_O,1,0 days 15:54:00,0,0.0
S40_O,0,0 days 15:54:00,1,20.34120648
S40_O,1,0 days 15:54:00,1,19.68503848
S45_O,0,0 days 15:54:00,1,21.58792516
S45_O,1,0 days 15:54:00,1,23.55642916
S48_O,0,0 days 15:54:00,0,0.0
S50_O,0,0 days 15:54:00,1,21.48949997
S50_O,1,0 days 15:54:00,0,0.0
S53_O,0,0 days 15:54:00,1,22.93306924
S53_O,1,0 days 15:54:00,1,21.48949964
S58_O,0,0 days 15:54:00,1,22.67060216
S58_O,1,0 days 15:54:00,1,22.37532656
S59_O,0,0 days 15:54:00,1,23.06430334
S59_O,1,0 days 15:54:00,1,20.57086494
S64_O,0,0 days 15:54:00,1,19.81627184
S64_O,1,0 days 15:54:00,1,19.84908024
S66_O,0,0 days 15:54:00,36,1109.842499
S66_O,1,0 days 15:54:00,42,1302.854316
S26_O,0,0 days 15:54:30,1,21.06299079
S26_O,1,0 days 15:54:30,1,22.67060239
S30_O,0,0 days 15:54:30,1,21.85039126
S33_O,0,0 days 15:54:30,0,0.0
S33_O,1,0 days 15:54:30,1,27.32939487
S35_O,0,0 days 15:54:30,1,21.65354192
S35_O,1,0 days 15:54:30,0,0.0
S40_O,0,0 days 15:54:30,1,21.03018288
S40_O,1,0 days 15:54:30,1,22.73621968
S45_O,0,0 days 15:54:30,1,20.53805636
S45_O,1,0 days 15:54:30,0,0.0
S48_O,0,0 days 15:54:30,1,20.20995531
S50_O,0,0 days 15:54:30,1,21.81758397
S50_O,1,0 days 15:54:30,1,20.47243957
S53_O,0,0 days 15:54:30,1,22.96587764
S53_O,1,0 days 15:54:30,0,0.0
S58_O,0,0 days 15:54:30,1,20.24278056
S58_O,1,0 days 15:54:30,1,23.72047096
S59_O,0,0 days 15:54:30,1,22.08005134
S59_O,1,0 days 15:54:30,1,19.84908014
S64_O,0,0 days 15:54:30,1,19.68503824
S66_O,0,0 days 15:54:30,1,33.75978723
S66_O,1,0 days 15:54:30,1,34.41595523
S26_O,0,0 days 15:55:00,1,20.73490679
S26_O,1,0 days 15:55:00,0,0.0
S30_O,0,0 days 15:55:00,1,20.50524686
S30_O,1,0 days 15:55:00,0,0.0
S33_O,0,0 days 15:55:00,1,20.30839747
S33_O,1,0 days 15:55:00,0,0.0
S35_O,0,0 days 15:55:00,1,20.96456552
S35_O,1,0 days 15:55:00,0,0.0
S40_O,0,0 days 15:55:00,1,23.22834568
S40_O,1,0 days 15:55:00,2,50.52492742
S45_O,0,0 days 15:55:00,2,52.65747996
S45_O,1,0 days 15:55:00,1,20.76771516
S50_O,0,0 days 15:55:00,1,23.72047117
S50_O,1,0 days 15:55:00,1,22.63779397
S53_O,0,0 days 15:55:00,1,20.86614004
S53_O,1,0 days 15:55:00,1,20.57086444
S58_O,0,0 days 15:55:00,2,47.63779456
S58_O,1,0 days 15:55:00,1,20.66928976
S59_O,0,0 days 15:55:00,1,21.78477574
S59_O,1,0 days 15:55:00,1,19.68503814
S64_O,0,0 days 15:55:00,0,0.0
S66_O,0,0 days 15:55:00,5,169.160054
S66_O,1,0 days 15:55:00,4,118.2086088
S26_O,0,0 days 15:55:30,1,20.66928999
S26_O,1,0 days 15:55:30,1,19.98031359
S30_O,0,0 days 15:55:30,1,20.57086366
S30_O,1,0 days 15:55:30,0,0.0
S33_O,0,0 days 15:55:30,1,19.68503787
S35_O,0,0 days 15:55:30,1,19.88188832
S35_O,1,0 days 15:55:30,0,0.0
S40_O,0,0 days 15:55:30,1,20.11154768
S40_O,1,0 days 15:55:30,1,20.80052408
S45_O,0,0 days 15:55:30,2,47.37532756
S45_O,1,0 days 15:55:30,1,23.49081236
S48_O,0,0 days 15:55:30,0,0.0
S50_O,0,0 days 15:55:30,1,20.73490677
S50_O,1,0 days 15:55:30,1,19.91469677
S53_O,0,0 days 15:55:30,1,21.09579884
S53_O,1,0 days 15:55:30,1,23.68766244
S58_O,0,0 days 15:55:30,2,52.29658736
S58_O,1,0 days 15:55:30,2,54.29789976
S59_O,0,0 days 15:55:30,1,20.96456574
S59_O,1,0 days 15:55:30,1,20.24278094
S64_O,0,0 days 15:55:30,1,20.96456584
S66_O,0,0 days 15:55:30,2,65.97763603
S66_O,1,0 days 15:55:30,3,91.53537963
S26_O,0,0 days 15:56:00,2,52.32939599
S26_O,1,0 days 15:56:00,1,22.21128479
S30_O,0,0 days 15:56:00,1,23.58923646
S30_O,1,0 days 15:56:00,0,0.0
S33_O,0,0 days 15:56:00,1,20.93175707
S35_O,0,0 days 15:56:00,1,19.91469672
S35_O,1,0 days 15:56:00,0,0.0
S40_O,0,0 days 15:56:00,1,23.45800448
S40_O,1,0 days 15:56:00,0,0.0
S45_O,0,0 days 15:56:00,1,23.39238716
S45_O,1,0 days 15:56:00,0,0.0
S48_O,0,0 days 15:56:00,0,0.0
S50_O,0,0 days 15:56:00,1,21.58792517
S50_O,1,0 days 15:56:00,2,51.34514397
S53_O,0,0 days 15:56:00,1,20.34120564
S53_O,1,0 days 15:56:00,0,0.0
S58_O,0,0 days 15:56:00,2,51.04986816
S58_O,1,0 days 15:56:00,1,23.09711136
S59_O,0,0 days 15:56:00,1,27.00131114
S59_O,1,0 days 15:56:00,0,0.0
S64_O,0,0 days 15:56:00,1,20.14435584
S66_O,0,0 days 15:56:00,3,84.57999883
S66_O,1,0 days 15:56:00,6,189.0747528
S26_O,0,0 days 15:56:30,2,51.67322799
S26_O,1,0 days 15:56:30,1,21.12860759
S30_O,0,0 days 15:56:30,1,21.25984006
S30_O,1,0 days 15:56:30,0,0.0
S33_O,0,0 days 15:56:30,1,22.50656027
S33_O,1,0 days 15:56:30,0,0.0
S35_O,0,0 days 15:56:30,1,20.66928992
S35_O,1,0 days 15:56:30,1,20.63648152
S40_O,0,0 days 15:56:30,1,21.55511728
S40_O,1,0 days 15:56:30,1,22.08005168
S45_O,0,0 days 15:56:30,1,20.53805636
S45_O,1,0 days 15:56:30,1,18.56955236
S48_O,0,0 days 15:56:30,0,0.0
S50_O,0,0 days 15:56:30,1,32.48031397
S50_O,1,0 days 15:56:30,1,21.94881757
S53_O,0,0 days 15:56:30,2,46.88320124
S53_O,1,0 days 15:56:30,1,22.27690124
S58_O,0,0 days 15:56:30,1,20.47243936
S58_O,1,0 days 15:56:30,1,20.24278056
S59_O,0,0 days 15:56:30,1,21.22703294
S59_O,1,0 days 15:56:30,1,22.60498574
S64_O,0,0 days 15:56:30,1,22.08005144
S66_O,0,0 days 15:56:30,2,54.42907923
S66_O,1,0 days 15:56:30,3,81.95532683
S26_O,0,0 days 15:57:00,2,71.58791448
S26_O,1,0 days 15:57:00,2,48.95013079
S30_O,0,0 days 15:57:00,1,21.55511566
S30_O,1,0 days 15:57:00,1,26.96850146
S33_O,0,0 days 15:57:00,1,17.19159947
S33_O,1,0 days 15:57:00,0,0.0
S35_O,0,0 days 15:57:00,1,22.24409312
S35_O,1,0 days 15:57:00,0,0.0
S40_O,0,0 days 15:57:00,2,51.11547862
S40_O,1,0 days 15:57:00,2,47.57217848
S45_O,0,0 days 15:57:00,1,21.39107476
S45_O,1,0 days 15:57:00,1,20.70209836
S48_O,0,0 days 15:57:00,0,0.0
S50_O,0,0 days 15:57:00,2,53.80577397
S50_O,1,0 days 15:57:00,1,20.30839757
S53_O,0,0 days 15:57:00,1,21.65354164
S53_O,1,0 days 15:57:00,1,19.68503764
S58_O,0,0 days 15:57:00,1,20.60367296
S58_O,1,0 days 15:57:00,1,19.68503776
S59_O,0,0 days 15:57:00,1,23.32677054
S59_O,1,0 days 15:57:00,1,21.16141614
S64_O,0,0 days 15:57:00,1,19.68503824
S66_O,0,0 days 15:57:00,2,50.62330483
S66_O,1,0 days 15:57:00,8,264.140372
S26_O,0,0 days 15:57:30,1,20.40682279
S26_O,1,0 days 15:57:30,1,22.08005119
S30_O,0,0 days 15:57:30,1,22.73621806
S33_O,0,0 days 15:57:30,1,22.40813507
S33_O,1,0 days 15:57:30,0,0.0
S35_O,0,0 days 15:57:30,1,19.68503792
S35_O,1,0 days 15:57:30,1,23.16272832
S40_O,0,0 days 15:57:30,1,20.50524848
S40_O,1,0 days 15:57:30,0,0.0
S45_O,0,0 days 15:57:30,1,22.37532676
S45_O,1,0 days 15:57:30,1,20.14435556
S48_O,0,0 days 15:57:30,0,0.0
S50_O,0,0 days 15:57:30,1,21.55511677
S50_O,1,0 days 15:57:30,0,0.0
S53_O,0,0 days 15:57:30,1,23.19553644
S53_O,1,0 days 15:57:30,1,19.29133684
S58_O,0,0 days 15:57:30,1,22.57217696
S58_O,1,0 days 15:57:30,1,22.86745256
S59_O,0,0 days 15:57:30,1,22.90026134
S59_O,1,0 days 15:57:30,0,0.0
S64_O,0,0 days 15:57:30,1,22.11285984
S66_O,0,0 days 15:57:30,4,134.8096592
S66_O,1,0 days 15:57:30,8,277.5590074
S26_O,0,0 days 15:58:00,1,23.81889639
S26_O,1,0 days 15:58:00,0,0.0
S30_O,0,0 days 15:58:00,0,0.0
S30_O,1,0 days 15:58:00,0,0.0
S33_O,0,0 days 15:58:00,1,20.34120587
S33_O,1,0 days 15:58:00,0,0.0
S35_O,0,0 days 15:58:00,1,19.68503792
S35_O,1,0 days 15:58:00,1,19.84907992
S40_O,0,0 days 15:58:00,1,21.71915928
S40_O,1,0 days 15:58:00,0,0.0
S45_O,0,0 days 15:58:00,1,20.60367316
S45_O,1,0 days 15:58:00,1,23.26115356
S48_O,0,0 days 15:58:00,0,0.0
S50_O,0,0 days 15:58:00,1,22.53936877
S50_O,1,0 days 15:58:00,1,22.21128477
S53_O,0,0 days 15:58:00,0,0.0
S53_O,1,0 days 15:58:00,1,19.68503764
S58_O,0,0 days 15:58:00,2,50.36089176
S58_O,1,0 days 15:58:00,1,26.47637636
S59_O,0,0 days 15:58:00,1,23.55642934
S59_O,1,0 days 15:58:00,0,0.0
S64_O,0,0 days 15:58:00,1,20.17716424
S64_O,1,0 days 15:58:00,1,19.68503824
S66_O,0,0 days 15:58:00,6,200.4592676
S66_O,1,0 days 15:58:00,31,1021.391052
S26_O,0,0 days 15:58:30,2,50.13123319
S26_O,1,0 days 15:58:30,1,20.50524799
S30_O,0,0 days 15:58:30,1,20.63648046
S30_O,1,0 days 15:58:30,0,0.0
S33_O,0,0 days 15:58:30,1,19.68503787
S35_O,0,0 days 15:58:30,1,16.40419792
S35_O,1,0 days 15:58:30,0,0.0
S40_O,0,0 days 15:58:30,1,21.88320128
S40_O,1,0 days 15:58:30,1,20.30839808
S45_O,0,0 days 15:58:30,2,48.58923836
S45_O,1,0 days 15:58:30,1,21.16141596
S50_O,0,0 days 15:58:30,1,20.93175717
S50_O,1,0 days 15:58:30,1,21.12860757
S53_O,0,0 days 15:58:30,1,19.98031324
S53_O,1,0 days 15:58:30,0,0.0
S58_O,0,0 days 15:58:30,2,50.32808336
S58_O,1,0 days 15:58:30,1,22.24409296
S59_O,0,0 days 15:58:30,1,21.58792534
S59_O,1,0 days 15:58:30,0,0.0
S64_O,0,0 days 15:58:30,1,23.39238744
S64_O,1,0 days 15:58:30,1,19.68503824
S66_O,0,0 days 15:58:30,29,944.7834384
S66_O,1,0 days 15:58:30,41,1299.212584
S26_O,0,0 days 15:59:00,2,49.21259799
S26_O,1,0 days 15:59:00,1,19.68503799
S30_O,0,0 days 15:59:00,1,20.83333086
S33_O,0,0 days 15:59:00,1,20.50524787
S35_O,0,0 days 15:59:00,0,0.0
S40_O,0,0 days 15:59:00,1,21.39107528
S40_O,1,0 days 15:59:00,0,0.0
S45_O,0,0 days 15:59:00,1,23.32677036
S45_O,1,0 days 15:59:00,1,20.34120596
S48_O,0,0 days 15:59:00,0,0.0
S50_O,0,0 days 15:59:00,2,47.17847717
S50_O,1,0 days 15:59:00,1,23.45800397
S53_O,0,0 days 15:59:00,1,20.11154684
S58_O,0,0 days 15:59:00,1,23.26115336
S58_O,1,0 days 15:59:00,1,20.17716376
S59_O,0,0 days 15:59:00,1,21.32545814
S59_O,1,0 days 15:59:00,1,22.53936894
S64_O,0,0 days 15:59:00,1,19.71784664
S66_O,0,0 days 15:59:00,3,88.41858163
S66_O,1,0 days 15:59:00,2,85.17054983
S26_O,0,0 days 15:59:30,1,21.22703279
S26_O,1,0 days 15:59:30,1,20.70209839
S30_O,0,0 days 15:59:30,1,19.91469566
S30_O,1,0 days 15:59:30,0,0.0
S33_O,0,0 days 15:59:30,1,19.88188827
S33_O,1,0 days 15:59:30,0,0.0
S35_O,0,0 days 15:59:30,0,0.0
S35_O,1,0 days 15:59:30,0,0.0
S40_O,0,0 days 15:59:30,1,23.95013048
S40_O,1,0 days 15:59:30,0,0.0
S45_O,0,0 days 15:59:30,1,20.60367316
S45_O,1,0 days 15:59:30,1,19.94750516
S48_O,0,0 days 15:59:30,0,0.0
S50_O,0,0 days 15:59:30,1,20.27558917
S50_O,1,0 days 15:59:30,1,20.63648157
S53_O,0,0 days 15:59:30,1,22.67060204
S53_O,1,0 days 15:59:30,1,19.98031324
S58_O,0,0 days 15:59:30,1,21.39107456
S58_O,1,0 days 15:59:30,1,23.49081216
S59_O,0,0 days 15:59:30,1,20.30839774
S59_O,1,0 days 15:59:30,1,19.88188854
S64_O,0,0 days 15:59:30,1,20.70209864
S66_O,0,0 days 15:59:30,3,87.82803043
S66_O,1,0 days 15:59:30,3,81.23354203
S26_O,0,0 days 16:00:00,1,20.73490679
S26_O,1,0 days 16:00:00,1,17.91338439
S30_O,0,0 days 16:00:00,1,21.35826526
S30_O,1,0 days 16:00:00,0,0.0
S33_O,0,0 days 16:00:00,1,19.68503787
S33_O,1,0 days 16:00:00,1,26.24671767
S35_O,0,0 days 16:00:00,1,19.84907992
S35_O,1,0 days 16:00:00,0,0.0
S40_O,0,0 days 16:00:00,1,23.03149528
S40_O,1,0 days 16:00:00,1,22.83464488
S45_O,0,0 days 16:00:00,1,35.40026156
S45_O,1,0 days 16:00:00,1,20.89894876
S48_O,0,0 days 16:00:00,0,0.0
S50_O,0,0 days 16:00:00,0,0.0
S50_O,1,0 days 16:00:00,1,21.32545797
S53_O,0,0 days 16:00:00,1,19.68503764
S53_O,1,0 days 16:00:00,1,19.68503764
S58_O,0,0 days 16:00:00,1,22.60498536
S58_O,1,0 days 16:00:00,1,19.75065456
S59_O,0,0 days 16:00:00,1,23.52362094
S59_O,1,0 days 16:00:00,0,0.0
S64_O,0,0 days 16:00:00,1,19.94750544
S66_O,0,0 days 16:00:00,5,157.0537544
S66_O,1,0 days 16:00:00,4,132.4802628
S26_O,0,0 days 16:00:30,8,240.5183661
S26_O,1,0 days 16:00:30,9,282.3162675
S30_O,0,0 days 16:00:30,1,20.66928886
S30_O,1,0 days 16:00:30,0,0.0
S33_O,0,0 days 16:00:30,1,19.88188827
S33_O,1,0 days 16:00:30,1,26.24671767
S35_O,0,0 days 16:00:30,3,82.11938808
S35_O,1,0 days 16:00:30,2,47.99868712
S40_O,0,0 days 16:00:30,6,197.7362182
S40_O,1,0 days 16:00:30,7,207.152229
S45_O,0,0 days 16:00:30,6,203.5761098
S45_O,1,0 days 16:00:30,7,233.8254546
S48_O,0,0 days 16:00:30,6,192.4868635
S50_O,0,0 days 16:00:30,6,178.4448751
S50_O,1,0 days 16:00:30,5,169.0616725
S53_O,0,0 days 16:00:30,3,74.83595801
S53_O,1,0 days 16:00:30,2,60.92519624
S58_O,0,0 days 16:00:30,2,53.77296536
S58_O,1,0 days 16:00:30,2,54.16666616
S59_O,0,0 days 16:00:30,1,21.58792534
S59_O,1,0 days 16:00:30,1,21.48950014
S64_O,0,0 days 16:00:30,2,49.24540664
S64_O,1,0 days 16:00:30,0,0.0
S66_O,0,0 days 16:00:30,3,78.60887003
S66_O,1,0 days 16:00:30,4,132.2177956
S26_O,0,0 days 16:01:00,8,245.8005185
S26_O,1,0 days 16:01:00,8,247.8018307
S30_O,0,0 days 16:01:00,1,19.84907886
S30_O,1,0 days 16:01:00,0,0.0
S33_O,0,0 days 16:01:00,1,20.89894867
S35_O,0,0 days 16:01:00,6,170.8004931
S35_O,1,0 days 16:01:00,5,138.3857941
S40_O,0,0 days 16:01:00,6,197.9002602
S40_O,1,0 days 16:01:00,6,176.0498658
S45_O,0,0 days 16:01:00,6,177.8543244
S45_O,1,0 days 16:01:00,6,190.715217
S48_O,0,0 days 16:01:00,5,159.4159963
S50_O,0,0 days 16:01:00,6,187.7624607
S50_O,1,0 days 16:01:00,6,190.2558991
S53_O,0,0 days 16:01:00,5,152.3622013
S53_O,1,0 days 16:01:00,3,84.25196291
S58_O,0,0 days 16:01:00,3,79.29789524
S58_O,1,0 days 16:01:00,2,50.59055056
S59_O,0,0 days 16:01:00,1,20.66929014
S59_O,1,0 days 16:01:00,1,19.88188854
S64_O,0,0 days 16:01:00,3,85.23620698
S64_O,1,0 days 16:01:00,3,87.86087918
S66_O,0,0 days 16:01:00,2,52.42776683
S66_O,1,0 days 16:01:00,7,215.8135988
S26_O,0,0 days 16:01:30,6,184.4816189
S26_O,1,0 days 16:01:30,8,242.4868701
S30_O,0,0 days 16:01:30,1,22.30970886
S30_O,1,0 days 16:01:30,0,0.0
S33_O,0,0 days 16:01:30,1,20.17716387
S35_O,0,0 days 16:01:30,4,111.6141395
S35_O,1,0 days 16:01:30,3,77.29655328
S40_O,0,0 days 16:01:30,3,90.81364262
S40_O,1,0 days 16:01:30,4,129.4619378
S45_O,0,0 days 16:01:30,4,130.9711208
S45_O,1,0 days 16:01:30,4,122.9986796
S48_O,0,0 days 16:01:30,3,89.59972111
S50_O,0,0 days 16:01:30,4,107.7099647
S50_O,1,0 days 16:01:30,5,140.7480235
S53_O,0,0 days 16:01:30,4,128.1824105
S53_O,1,0 days 16:01:30,4,113.0577381
S58_O,0,0 days 16:01:30,3,85.26902404
S58_O,1,0 days 16:01:30,3,79.49474564
S59_O,0,0 days 16:01:30,1,21.71915894
S59_O,1,0 days 16:01:30,1,20.04593054
S64_O,0,0 days 16:01:30,1,20.50524824
S64_O,1,0 days 16:01:30,1,19.75065504
S66_O,0,0 days 16:01:30,1,31.62724123
S66_O,1,0 days 16:01:30,9,288.7138636
S26_O,0,0 days 16:02:00,5,142.8805677
S26_O,1,0 days 16:02:00,6,179.9868681
S30_O,0,0 days 16:02:00,1,21.45669046
S30_O,1,0 days 16:02:00,0,0.0
S33_O,0,0 days 16:02:00,1,20.60367307
S35_O,0,0 days 16:02:00,2,54.85564252
S35_O,1,0 days 16:02:00,2,45.99737472
S40_O,0,0 days 16:02:00,2,52.19815582
S40_O,1,0 days 16:02:00,3,74.34382582
S45_O,0,0 days 16:02:00,3,74.17978041
S45_O,1,0 days 16:02:00,3,79.62597481
S48_O,0,0 days 16:02:00,1,26.24670071
S50_O,0,0 days 16:02:00,4,100.8530091
S50_O,1,0 days 16:02:00,4,105.9055027
S53_O,0,0 days 16:02:00,2,50.85301764
S53_O,1,0 days 16:02:00,1,23.03149444
S58_O,0,0 days 16:02:00,4,114.304458
S58_O,1,0 days 16:02:00,3,87.86088764
S59_O,0,0 days 16:02:00,1,23.95013014
S59_O,1,0 days 16:02:00,1,19.68503814
S64_O,0,0 days 16:02:00,1,19.91469704
S66_O,0,0 days 16:02:00,22,634.4815912
S66_O,1,0 days 16:02:00,28,804.4291032
S26_O,0,0 days 16:02:30,4,111.6797793
S26_O,1,0 days 16:02:30,5,130.8398849
S30_O,0,0 days 16:02:30,1,21.29264846
S33_O,0,0 days 16:02:30,1,19.88188827
S35_O,0,0 days 16:02:30,1,19.68503792
S40_O,0,0 days 16:02:30,1,20.43963168
S40_O,1,0 days 16:02:30,1,19.78346368
S45_O,0,0 days 16:02:30,1,22.73621916
S45_O,1,0 days 16:02:30,1,19.81627156
S48_O,0,0 days 16:02:30,0,0.0
S50_O,0,0 days 16:02:30,3,74.50786385
S50_O,1,0 days 16:02:30,3,76.70602665
S53_O,0,0 days 16:02:30,1,19.68503764
S53_O,1,0 days 16:02:30,1,21.85039204
S58_O,0,0 days 16:02:30,4,120.9973716
S58_O,1,0 days 16:02:30,5,145.0459288
S59_O,0,0 days 16:02:30,1,21.55511694
S59_O,1,0 days 16:02:30,1,19.71784654
S64_O,0,0 days 16:02:30,1,22.30971024
S66_O,0,0 days 16:02:30,40,1168.241451
S66_O,1,0 days 16:02:30,45,1361.286076
S26_O,0,0 days 16:03:00,3,83.89106448
S26_O,1,0 days 16:03:00,4,102.2637685
S30_O,0,0 days 16:03:00,1,20.34120486
S30_O,1,0 days 16:03:00,0,0.0
S33_O,0,0 days 16:03:00,1,19.68503787
S33_O,1,0 days 16:03:00,0,0.0
S35_O,0,0 days 16:03:00,1,19.68503792
S35_O,1,0 days 16:03:00,0,0.0
S40_O,0,0 days 16:03:00,1,21.35826688
S40_O,1,0 days 16:03:00,0,0.0
S45_O,0,0 days 16:03:00,1,21.48949996
S45_O,1,0 days 16:03:00,1,20.83333196
S48_O,0,0 days 16:03:00,1,23.91730451
S50_O,0,0 days 16:03:00,3,77.98555425
S50_O,1,0 days 16:03:00,3,77.23096105
S53_O,0,0 days 16:03:00,1,20.73490644
S53_O,1,0 days 16:03:00,0,0.0
S58_O,0,0 days 16:03:00,5,163.7467168
S58_O,1,0 days 16:03:00,5,138.6154824
S59_O,0,0 days 16:03:00,1,22.47375214
S59_O,1,0 days 16:03:00,1,19.68503814
S64_O,0,0 days 16:03:00,1,19.78346344
S66_O,0,0 days 16:03:00,47,1385.2034
S66_O,1,0 days 16:03:00,52,1567.257212
S26_O,0,0 days 16:03:30,2,48.39238799
S26_O,1,0 days 16:03:30,3,73.26114288
S30_O,0,0 days 16:03:30,1,20.43963006
S30_O,1,0 days 16:03:30,0,0.0
S33_O,0,0 days 16:03:30,1,19.91469667
S35_O,0,0 days 16:03:30,1,19.75065472
S40_O,0,0 days 16:03:30,1,20.57086528
S40_O,1,0 days 16:03:30,1,22.01443488
S45_O,0,0 days 16:03:30,1,20.93175716
S45_O,1,0 days 16:03:30,0,0.0
S50_O,0,0 days 16:03:30,2,47.01443517
S50_O,1,0 days 16:03:30,1,19.98031357
S53_O,0,0 days 16:03:30,1,23.39238684
S53_O,1,0 days 16:03:30,1,20.27558884
S58_O,0,0 days 16:03:30,6,181.2664024
S58_O,1,0 days 16:03:30,5,148.91732
S59_O,0,0 days 16:03:30,2,57.41469794
S59_O,1,0 days 16:03:30,1,20.30839774
S64_O,0,0 days 16:03:30,1,21.94881784
S64_O,1,0 days 16:03:30,1,16.40419824
S66_O,0,0 days 16:03:30,5,145.7676648
S66_O,1,0 days 16:03:30,2,62.23747823
S26_O,0,0 days 16:04:00,1,23.55642919
S26_O,1,0 days 16:04:00,1,20.43963119
S30_O,0,0 days 16:04:00,1,33.20209766
S30_O,1,0 days 16:04:00,0,0.0
S33_O,0,0 days 16:04:00,1,20.14435547
S35_O,0,0 days 16:04:00,0,0.0
S40_O,0,0 days 16:04:00,1,22.08005168
S40_O,1,0 days 16:04:00,2,52.00130542
S45_O,0,0 days 16:04:00,1,22.60498556
S45_O,1,0 days 16:04:00,1,20.30839756
S50_O,0,0 days 16:04:00,1,19.68503797
S50_O,1,0 days 16:04:00,1,21.48949997
S53_O,0,0 days 16:04:00,1,23.88451284
S53_O,1,0 days 16:04:00,1,16.40419764
S58_O,0,0 days 16:04:00,6,181.889762
S58_O,1,0 days 16:04:00,5,153.1167952
S59_O,0,0 days 16:04:00,1,34.21915914
S59_O,1,0 days 16:04:00,1,19.91469694
S64_O,0,0 days 16:04:00,1,20.47243984
S64_O,1,0 days 16:04:00,0,0.0
S66_O,0,0 days 16:04:00,3,113.6154328
S66_O,1,0 days 16:04:00,3,79.92120603
S26_O,0,0 days 16:04:30,1,21.35826639
S30_O,0,0 days 16:04:30,1,20.04592926
S30_O,1,0 days 16:04:30,1,20.80052246
S33_O,0,0 days 16:04:30,1,21.16141587
S35_O,0,0 days 16:04:30,1,20.37401432
S35_O,1,0 days 16:04:30,0,0.0
S40_O,0,0 days 16:04:30,1,21.81758448
S40_O,1,0 days 16:04:30,0,0.0
