,13:00-13:15,13:15-13:30,13:30-13:45,13:45-14:00,14:00-14:15,14:15-14:30,14:30-14:45,14:45-15:00,15:00-15:15,15:15-15:30,15:30-15:45,15:45-16:00,16:00-16:15,16:15-16:30,16:30-16:45,16:45-17:00,17:00-17:15,17:15-17:30,17:30-17:45,17:45-18:00,18:00-18:15,18:15-18:30,18:30-18:45,18:45-19:00,19:00-19:15,19:15-19:30,19:30-19:45,19:45-20:00
HOV 24,90.40820833333333,89.9983374485597,90.7511343283582,80.95228901734104,62.91183783783784,80.46396883852691,68.7668493150685,68.30166323907456,61.91657500000001,50.59168085106384,48.17040384615385,53.14169273743017,52.45312565445027,57.05943315508022,53.53209547738693,48.76079310344827,56.56811666666667,55.02657103064067,55.96639285714286,54.614111702127666,60.824599067599074,64.6480844327177,65.42776470588237,73.70381846153848,88.70295000000002,94.60730555555554,95.0002765957447,96.55993896713616
HOV 25,90.33244888888889,91.3893903508772,88.98895744680853,69.26174647887323,68.00778000000001,76.83348036253777,59.38843171806168,53.62658312655087,44.45210000000001,45.45831034482758,47.08694117647059,48.2881055408971,46.4371141439206,53.2755505050505,42.81426041666667,38.76667512690356,43.6486754176611,38.848783422459896,53.15590346534653,48.762090909090915,55.17637376237624,58.94888725490197,53.77518965517241,52.6085,80.07145588235295,94.38289583333334,93.29500858369099,92.07716129032259
HOV 26,91.41151724137931,91.10641891891893,86.373,71.99423145400594,67.0620962566845,80.76226666666668,76.09677777777777,57.89527226463104,53.31615625,56.66876381909549,51.349719298245624,50.86892764857882,44.42741333333333,45.219697201017816,50.63814070351759,49.202528846153854,41.32146898263027,43.26810427807487,55.12822413793103,52.311017369727054,59.434613636363636,55.51458438287153,54.828706310679614,55.64434986225896,82.02679865771813,91.04928187919464,93.0041087866109,92.70523111111112
HOV 27,88.39501869158879,86.68195890410959,82.84816060606062,68.90610588235295,65.55448780487805,79.05937572254336,72.57264943820225,58.32985390428212,53.321333333333335,56.26825515463917,52.950977611940296,52.943909090909095,50.42182352941177,44.7673274559194,50.131375000000006,48.187106024096394,40.80596551724138,36.783509433962266,54.07934482758621,51.376705882352944,57.14503712871287,56.77742639593909,54.221178484107575,46.726838983050854,80.87548096885813,90.93336491228071,93.1063,94.66278240740742
HOV 28,100.14200000000001,100.142,100.08894318181821,99.87291922005572,99.22996153846154,99.22923035230353,99.06823387096775,98.90853225806451,98.37056836461126,98.049,97.88800000000002,97.67362264150944,97.40499999999999,97.35133333333333,97.244,97.35133333333333,97.083,95.79370855614972,95.57975935828877,96.86601886792454,98.90882702702703,100.2473027027027,101.37413387978143,102.50152941176471,103.36154261363636,103.95090855457228,104.27333950617286,104.328
HOV 29,97.45657575757576,95.00006250000001,94.48094822006473,81.49035294117648,85.7334698795181,94.24206329113925,84.15857215189872,77.96993628808865,75.30492727272727,74.44550555555556,67.67546015424165,64.15805027932961,70.3255950617284,74.40412213740458,73.67051010101011,75.99914621409921,66.12890566037737,64.23292452830188,74.95270588235294,75.36900000000001,83.30075783475783,77.8906747311828,75.17136482939634,85.01440340909092,92.63475257731959,100.35685765124556,102.68374468085108,103.16464516129034
HOV 30,100.14200000000001,100.142,100.08894318181821,99.87291922005572,99.22996153846154,99.22923035230353,99.06823387096775,98.90853225806451,98.37056836461126,98.049,97.88800000000002,97.67362264150944,97.40499999999999,97.35133333333333,97.244,97.35133333333333,97.083,95.79370855614972,95.57975935828877,96.86601886792454,98.90882702702703,100.2473027027027,101.37413387978143,102.50152941176471,103.36154261363636,103.95090855457228,104.27333950617286,104.328
HOV 31,89.38796062992128,88.405675,88.12034337349398,78.63169230769232,81.12853672316385,81.57993846153846,77.03324120603016,74.75286720867209,75.60337931034483,73.84974220963173,65.10557105943153,62.43911345646439,69.43085539215686,72.38167317073172,73.9956,75.08648148148148,66.57505234159778,63.34085286783043,73.72584905660378,74.48782584269664,74.50094459102903,67.788875,70.63191906005223,75.14193750000001,82.40958227848103,88.52316666666667,92.14322727272729,92.79016129032259
HOV 32,92.24931297709925,92.05687272727272,90.47387381703471,87.62014285714287,87.839024,88.26953333333334,84.97660724233984,85.41448514851486,83.99252604166668,82.90332628398791,80.545885,80.55677368421054,77.30769041769042,81.07825130890053,81.769968,82.30115977961432,73.05684615384617,77.63119466666667,83.33327226463105,84.79487106017193,85.86371500000001,86.46564124293786,84.11164606741575,85.71149095607235,86.62244137931035,91.95868070175439,95.15303797468356,95.50956175298805
HOV 33,90.91523636363637,91.55141605839417,89.66519333333333,89.76450000000001,85.65859064327486,85.41908357348703,87.16413725490196,85.8966132596685,83.20848958333335,84.19281626506024,82.30420887728461,83.9174441260745,82.33427860696519,83.40533780160858,79.43731701030927,74.47822988505749,74.65265405405405,77.52171352785146,83.91883289817234,84.33104678362572,86.1161328125,88.64611940298508,86.5838624641834,86.51410133333333,87.90920717131475,93.17110394265234,95.86548068669529,94.88625941422595
