,13:00-13:15,13:15-13:30,13:30-13:45,13:45-14:00,14:00-14:15,14:15-14:30,14:30-14:45,14:45-15:00,15:00-15:15,15:15-15:30,15:30-15:45,15:45-16:00,16:00-16:15,16:15-16:30,16:30-16:45,16:45-17:00,17:00-17:15,17:15-17:30,17:30-17:45,17:45-18:00,18:00-18:15,18:15-18:30,18:30-18:45,18:45-19:00,19:00-19:15,19:15-19:30,19:30-19:45,19:45-20:00
Mainline 23,95.6518167146974,98.6299331210191,95.27033857315598,85.28563466334165,55.30494689542484,85.44211111111112,69.24386237288135,59.145171532846724,64.15773851351351,54.02604585152838,50.73697176470589,42.1100788321168,37.8092553699284,58.336617166212534,66.85605392809589,46.90682473444613,56.430387569832405,42.19906215139442,60.369185554171864,72.44270453134699,72.03759893048128,78.6406,87.84071015424166,90.05832682291667,105.80009163346614,107.38408509354255,111.08032665745857,107.25090485968515
Mainline 24,100.6840447761194,101.57995838218055,102.08607279693487,84.6583770127707,57.05566666666667,92.7515448275862,64.5113734439834,58.27622201946472,54.642478855721386,44.66827272727273,44.498986442866375,45.87383953786906,49.10521964529332,54.862675723567634,48.68494659885569,50.238571428571426,49.85195579078457,40.97161641791045,49.76132142857143,53.48813032422124,67.05819794483504,59.28882913669065,56.53084793491865,74.30399254587157,106.98208154506439,109.72987782805431,111.35383769633508,107.7377792620865
Mainline 25,102.5040807799443,101.35227262113253,100.299708839779,73.54503460837888,70.55344025157234,94.69810387811634,68.98659148936171,55.64361386811692,52.73285319949812,57.134887892376696,52.336555023923445,48.08843801652893,49.64940669856459,66.23962448979591,55.6699046679816,52.89385959129862,58.83737068965517,50.549304166666666,60.2951137829912,59.852480901690676,65.22079863868406,64.6095482581382,65.81574896142433,66.10871462686568,94.06440540540541,109.66801746724892,112.68688543046358,107.86491806581598
Mainline 26,99.06152889993785,95.45279039039039,93.03642172154825,76.37311214953272,73.59912845215158,96.31509843400447,91.19244444444445,56.77561937716263,49.26160052049448,54.83890933694182,43.00961044460127,39.77452642276423,37.30957591240876,51.94183009404389,45.088816166883966,45.76453956834532,45.91948529411765,35.84352525252526,55.33819574468086,53.14885585585586,66.23513038277511,49.16825365543547,50.655142319749224,64.24742559899119,99.61083944037308,110.42782431529726,112.06310816777042,109.18915361890694
Mainline 27,98.17275800711745,93.80558603491272,88.03385571847508,66.94788199595415,66.39973032994925,97.37469270833334,86.4453963963964,56.378662475182004,46.83513691618682,48.723695622895626,40.753756097560974,38.99076137112723,39.71584427374302,49.374286802030454,43.64698432397126,43.04801826484019,45.047799999999995,35.70611589895988,47.98327705627705,46.3358206940874,57.24305439330544,45.86671155073389,43.9893110823072,57.931814861460964,98.77377251184835,111.4732129692833,113.58816949152545,110.75594007490638
Mainline 28,92.69310989643269,89.29364080944352,80.18206793935992,61.7109,61.87053832650673,92.10636916835699,74.13154491374183,60.39596202531645,56.48598293113596,54.574483167082306,52.68889591078067,53.47248195718654,54.791201073985675,59.01892489651094,53.58764175416925,55.857045184304404,58.9177387755102,50.127162790697675,60.17554545454546,57.866042848521424,63.44301455767078,60.27323045023697,56.82097919216646,62.5853485915493,92.35532711442787,110.01806319702604,112.33629797979799,109.81499103448277
Mainline 29,88.18149493243244,89.31261283185843,86.51419120025882,73.2113422717686,82.37567048346057,96.07803860640301,87.96335769784173,80.19564447674419,80.54295705715188,82.77782696629214,78.73617635658914,69.42855605761085,80.51197689142134,84.00295448877806,81.14047178841311,82.47689374410562,77.21890567051868,70.55353507610855,81.3536711815562,75.35033333333334,79.82924038461539,74.60137160633485,75.45830675675676,78.73672566772296,96.43055644444445,97.82156140350877,101.36837670196672,99.73307935871745
Mainline 30,85.68334814814816,87.46598109010012,86.9413409682457,76.97304535043519,83.09789985052318,84.53803501094092,83.36805226748656,77.3018174291939,81.35686363636364,83.72263377308707,72.68700208877286,71.69710875216639,82.25018821096174,85.65641960784315,83.97764580369844,85.98055451567618,76.94252301425662,69.9986308539945,81.51094321629823,80.23893925233645,80.45865338042383,75.26975844032334,77.59558054226476,82.51951309460183,93.81879687500002,94.88645490196079,100.81225324274244,98.04909722222223
Mainline 31,90.45157480314963,89.86156326530613,91.33484051482932,80.08167690417692,83.72559601139602,86.75969567863665,84.98962548476455,76.94642545668827,82.30066762342135,83.58332084893884,68.57662042042041,68.2705439330544,81.14142252715838,84.1910405177265,86.0312723455309,89.64771073446327,75.579135625,68.15853658536585,81.31306792873052,82.5413654618474,80.64844621513944,70.3117773892774,77.55115789473686,84.93806122448981,97.74369487485102,101.44036187006678,106.96066738351256,104.5792525667351
Mainline 32,92.63058215384616,93.75723586744641,93.00925876354366,90.85341584158417,92.2253733933162,92.12777777777778,90.92094325346784,92.62866666666666,91.8591177581864,96.9607951807229,93.4554585858586,94.73043737441395,93.1774019138756,94.56962734422262,94.04071923076923,99.20224005053697,79.1014459886292,87.66771184293859,97.64533918495297,98.0938341013825,97.84142391984973,99.12448876786931,99.69409108653221,99.43067272727272,101.80832233676978,102.2787312365976,105.48376802507839,103.44949163346614
Mainline 33,95.77081909788869,96.70759900990099,95.66408628904183,100.8951105854524,91.8937438016529,93.75068232189975,95.7443686006826,97.79267991631802,96.75722102689487,102.66131929277171,100.80398314014752,105.11503282275713,103.78449631087064,102.19052574257427,89.69479005524862,87.1976976744186,80.52099245689656,86.3177051851852,104.94827622377623,103.04116125708398,105.24167098703889,109.13311194029852,106.67625208333334,107.69327317880796,108.97549302575108,105.00238100961538,108.40324568393096,106.72132099553288
